frame,master_track_id,class_name,state,frames_visible,frames_occluded,confidence_decay,centroid_x,centroid_y,velocity_x,velocity_y
140,2,ball,OUT_OF_BOUNDS,83,57,0.367,-275.41,417.46,-5.59,-0.39
140,3,ball,VISIBLE,62,0,0.9177,1193.85,442.88,-1.01,0.07
141,1,box,VISIBLE,141,0,0.8546,660.67,351.96,-0.0,0.01
141,2,ball,OUT_OF_BOUNDS,83,58,0.356,-280.99,417.07,-5.59,-0.39
141,3,ball,VISIBLE,63,0,0.9281,1192.65,442.89,-1.14,0.03
142,1,box,VISIBLE,142,0,0.8456,660.66,351.96,-0.01,-0.0
142,2,ball,OUT_OF_BOUNDS,83,59,0.344,-286.58,416.68,-5.59,-0.39
142,3,ball,VISIBLE,64,0,0.9209,1191.07,443.15,-1.45,0.19
143,1,box,VISIBLE,143,0,0.842,660.66,352.0,-0.0,0.03
143,2,ball,OUT_OF_BOUNDS,83,60,0.333,-292.17,416.3,-5.59,-0.39
143,3,ball,VISIBLE,65,0,0.9177,1188.59,443.3,-2.17,0.16
144,1,box,VISIBLE,144,0,0.8497,660.67,352.0,0.01,0.01
144,2,ball,OUT_OF_BOUNDS,83,61,0.322,-297.76,415.91,-5.59,-0.39
144,3,ball,VISIBLE,66,0,0.9237,1186.01,443.53,-2.45,0.21
145,1,box,VISIBLE,145,0,0.8448,660.67,351.97,0.0,-0.02
145,2,ball,OUT_OF_BOUNDS,83,62,0.311,-303.34,415.52,-5.59,-0.39
145,3,ball,VISIBLE,67,0,0.9113,1183.23,443.65,-2.68,0.15
146,1,box,VISIBLE,146,0,0.8483,660.68,351.93,0.01,-0.04
146,2,ball,OUT_OF_BOUNDS,83,63,0.3,-308.93,415.13,-5.59,-0.39
146,3,ball,VISIBLE,68,0,0.901,1179.99,443.88,-3.07,0.21
147,1,box,VISIBLE,147,0,0.8474,660.68,351.9,0.01,-0.03
147,2,ball,OUT_OF_BOUNDS,83,64,0.289,-314.52,414.74,-5.59,-0.39
147,3,ball,VISIBLE,69,0,0.9138,1175.19,443.95,-4.28,0.11
148,1,box,VISIBLE,148,0,0.8463,660.68,351.88,0.0,-0.02
148,2,ball,OUT_OF_BOUNDS,83,65,0.278,-320.1,414.36,-5.59,-0.39
148,3,ball,VISIBLE,70,0,0.9143,1169.77,444.01,-5.08,0.07
149,1,box,VISIBLE,149,0,0.8469,660.7,351.88,0.01,-0.01
149,2,ball,OUT_OF_BOUNDS,83,66,0.267,-325.69,413.97,-5.59,-0.39
149,3,ball,VISIBLE,71,0,0.9238,1163.9,443.86,-5.63,-0.09
150,1,box,VISIBLE,150,0,0.8517,660.7,351.88,0.0,-0.01
150,2,ball,OUT_OF_BOUNDS,83,67,0.256,-331.28,413.58,-5.59,-0.39
150,3,ball,VISIBLE,72,0,0.9087,1157.82,443.98,-5.95,0.06
151,1,box,VISIBLE,151,0,0.8463,660.69,351.94,-0.0,0.05
151,2,ball,OUT_OF_BOUNDS,83,68,0.244,-336.87,413.19,-5.59,-0.39
151,3,ball,VISIBLE,73,0,0.9134,1151.67,444.05,-6.09,0.07
152,1,box,VISIBLE,152,0,0.8445,660.69,351.94,-0.0,0.01
152,2,ball,OUT_OF_BOUNDS,83,69,0.233,-342.45,412.81,-5.59,-0.39
152,3,ball,VISIBLE,74,0,0.9204,1145.36,444.02,-6.25,0.0
153,1,box,VISIBLE,153,0,0.8433,660.68,351.95,-0.01,0.01
153,2,ball,OUT_OF_BOUNDS,83,70,0.222,-348.04,412.42,-5.59,-0.39
153,3,ball,VISIBLE,75,0,0.9171,1139.38,444.3,-6.06,0.19
154,1,box,VISIBLE,154,0,0.843,660.66,351.95,-0.02,0.01
154,2,ball,OUT_OF_BOUNDS,83,71,0.211,-353.63,412.03,-5.59,-0.39
154,3,ball,VISIBLE,76,0,0.9271,1132.87,444.45,-6.38,0.16
155,1,box,VISIBLE,155,0,0.8364,660.66,351.98,-0.0,0.02
155,2,ball,OUT_OF_BOUNDS,83,72,0.2,-359.21,411.64,-5.59,-0.39
155,3,ball,VISIBLE,77,0,0.9237,1126.47,444.53,-6.39,0.1
156,1,box,VISIBLE,156,0,0.8393,660.69,351.95,0.02,-0.01
156,2,ball,OUT_OF_BOUNDS,83,73,0.189,-364.8,411.25,-5.59,-0.39
156,3,ball,VISIBLE,78,0,0.9149,1119.66,444.46,-6.68,-0.02
157,1,box,VISIBLE,157,0,0.8406,660.68,351.96,-0.0,0.0
157,2,ball,OUT_OF_BOUNDS,83,74,0.178,-370.39,410.87,-5.59,-0.39
157,3,ball,VISIBLE,79,0,0.9124,1112.68,444.26,-6.89,-0.14
158,1,box,VISIBLE,158,0,0.8434,660.73,351.99,0.03,0.02
158,2,ball,OUT_OF_BOUNDS,83,75,0.167,-375.98,410.48,-5.59,-0.39
158,3,ball,VISIBLE,80,0,0.9262,1105.84,444.42,-6.86,0.07
159,1,box,VISIBLE,159,0,0.8392,660.67,351.99,-0.03,0.01
159,2,ball,OUT_OF_BOUNDS,83,76,0.156,-381.56,410.09,-5.59,-0.39
159,3,ball,VISIBLE,81,0,0.9369,1099.21,444.38,-6.69,-0.01
160,1,box,VISIBLE,160,0,0.842,660.65,352.01,-0.03,0.02
160,2,ball,OUT_OF_BOUNDS,83,77,0.144,-387.15,409.7,-5.59,-0.39
160,3,ball,VISIBLE,82,0,0.9158,1092.22,444.4,-6.9,0.02
161,1,box,VISIBLE,161,0,0.8438,660.65,352.05,-0.0,0.03
161,2,ball,OUT_OF_BOUNDS,83,78,0.133,-392.74,409.32,-5.59,-0.39
161,3,ball,VISIBLE,83,0,0.9141,1085.2,444.46,-6.99,0.04
162,1,box,VISIBLE,162,0,0.8438,660.63,352.07,-0.02,0.02
162,2,ball,OUT_OF_BOUNDS,83,79,0.122,-398.32,408.93,-5.59,-0.39
162,3,ball,VISIBLE,84,0,0.9079,1078.48,444.56,-6.8,0.09
163,1,box,VISIBLE,163,0,0.8525,660.64,352.11,0.0,0.04
163,2,ball,OUT_OF_BOUNDS,83,80,0.111,-403.91,408.54,-5.59,-0.39
163,3,ball,VISIBLE,85,0,0.9111,1071.4,444.47,-7.0,-0.04
164,1,box,VISIBLE,164,0,0.859,660.78,351.87,0.09,-0.16
164,2,ball,OUT_OF_BOUNDS,83,81,0.1,-409.5,408.15,-5.59,-0.39
164,3,ball,VISIBLE,86,0,0.9138,1064.23,444.53,-7.12,0.03
165,1,box,VISIBLE,165,0,0.8543,660.71,352.0,-0.01,0.05
165,2,ball,OUT_OF_BOUNDS,83,82,0.089,-415.09,407.76,-5.59,-0.39
165,3,ball,VISIBLE,87,0,0.9245,1056.94,444.5,-7.24,-0.01
166,1,box,VISIBLE,166,0,0.8519,660.79,351.77,0.04,-0.15
166,2,ball,OUT_OF_BOUNDS,83,83,0.078,-420.67,407.38,-5.59,-0.39
166,3,ball,VISIBLE,88,0,0.923,1049.78,444.51,-7.18,0.0
167,1,box,VISIBLE,167,0,0.8522,660.68,351.89,-0.06,0.04
167,2,ball,OUT_OF_BOUNDS,83,84,0.067,-426.26,406.99,-5.59,-0.39
167,3,ball,VISIBLE,89,0,0.9173,1042.27,444.42,-7.41,-0.06
168,1,box,VISIBLE,168,0,0.8596,660.86,351.68,0.1,-0.14
168,2,ball,OUT_OF_BOUNDS,83,85,0.056,-431.85,406.6,-5.59,-0.39
168,3,ball,VISIBLE,90,0,0.92,1035.6,444.32,-6.9,-0.09
169,1,box,VISIBLE,169,0,0.8571,660.84,351.76,0.02,0.02
169,2,ball,OUT_OF_BOUNDS,83,86,0.044,-437.43,406.21,-5.59,-0.39
169,3,ball,VISIBLE,91,0,0.9233,1031.01,444.31,-5.28,-0.04
170,1,box,VISIBLE,170,0,0.8592,660.82,351.8,-0.01,0.03
170,2,ball,OUT_OF_BOUNDS,83,87,0.033,-443.02,405.83,-5.59,-0.39
170,3,ball,VISIBLE,92,0,0.9116,1026.76,444.1,-4.55,-0.16
171,1,box,VISIBLE,171,0,0.8483,660.8,351.8,-0.02,0.01
171,2,ball,OUT_OF_BOUNDS,83,88,0.022,-448.61,405.44,-5.59,-0.39
171,3,ball,VISIBLE,93,0,0.914,1022.53,443.66,-4.33,-0.36
172,1,box,VISIBLE,172,0,0.8343,660.76,351.84,-0.03,0.04
172,2,ball,OUT_OF_BOUNDS,83,89,0.011,-454.2,405.05,-5.59,-0.39
172,3,ball,VISIBLE,94,0,0.9093,1019.74,443.44,-3.25,-0.26
173,1,box,VISIBLE,173,0,0.8486,660.59,351.93,-0.13,0.07
173,2,ball,OUT_OF_BOUNDS,83,90,0.0,-459.78,404.66,-5.59,-0.39
173,3,ball,VISIBLE,95,0,0.9076,1018.9,443.38,-1.56,-0.11
174,1,box,VISIBLE,174,0,0.8169,660.46,351.64,-0.13,-0.18
174,2,ball,OUT_OF_BOUNDS,83,91,0.0,-465.37,404.27,-5.59,-0.39
174,3,ball,VISIBLE,96,0,0.9023,1018.51,443.41,-0.74,-0.02
175,1,box,VISIBLE,175,0,0.8107,660.13,351.69,-0.27,-0.02
175,2,ball,OUT_OF_BOUNDS,83,92,0.0,-470.96,403.89,-5.59,-0.39
175,3,ball,VISIBLE,97,0,0.9061,1018.35,443.43,-0.33,0.01
176,1,box,VISIBLE,176,0,0.8161,659.9,351.67,-0.24,-0.02
176,2,ball,OUT_OF_BOUNDS,83,93,0.0,-476.54,403.5,-5.59,-0.39
176,3,ball,VISIBLE,98,0,0.9086,1018.43,443.4,-0.05,-0.02
177,1,box,VISIBLE,177,0,0.814,659.66,351.58,-0.24,-0.07
177,2,ball,OUT_OF_BOUNDS,83,94,0.0,-482.13,403.11,-5.59,-0.39
177,3,ball,VISIBLE,99,0,0.9108,1019.0,443.42,0.39,0.01
178,1,box,VISIBLE,178,0,0.8213,659.56,351.6,-0.15,-0.01
178,2,ball,OUT_OF_BOUNDS,83,95,0.0,-487.72,402.72,-5.59,-0.39
178,3,ball,VISIBLE,100,0,0.9061,1020.16,443.5,0.93,0.06
179,1,box,VISIBLE,179,0,0.8158,659.51,351.59,-0.08,-0.01
179,2,ball,OUT_OF_BOUNDS,83,96,0.0,-493.31,402.34,-5.59,-0.39
179,3,ball,VISIBLE,101,0,0.9129,1021.7,443.57,1.36,0.07
180,1,box,VISIBLE,180,0,0.831,659.44,351.56,-0.07,-0.02
180,2,ball,OUT_OF_BOUNDS,83,97,0.0,-498.89,401.95,-5.59,-0.39
180,3,ball,VISIBLE,102,0,0.9149,1023.96,443.58,1.99,0.03
181,1,box,VISIBLE,181,0,0.8344,659.44,351.62,-0.02,0.04
181,2,ball,OUT_OF_BOUNDS,83,98,0.0,-504.48,401.56,-5.59,-0.39
181,3,ball,VISIBLE,103,0,0.9219,1026.22,443.61,2.18,0.03
182,1,box,VISIBLE,182,0,0.8293,659.44,351.7,-0.01,0.06
182,2,ball,OUT_OF_BOUNDS,83,99,0.0,-510.07,401.17,-5.59,-0.39
182,3,ball,VISIBLE,104,0,0.9161,1028.84,443.72,2.48,0.09
183,1,box,VISIBLE,183,0,0.8278,659.42,351.72,-0.02,0.03
183,2,ball,OUT_OF_BOUNDS,83,100,0.0,-515.65,400.79,-5.59,-0.39
183,3,ball,VISIBLE,105,0,0.9267,1031.64,443.9,2.71,0.15
184,1,box,VISIBLE,184,0,0.8192,659.4,351.74,-0.02,0.02
184,2,ball,OUT_OF_BOUNDS,83,101,0.0,-521.24,400.4,-5.59,-0.39
184,3,ball,VISIBLE,106,0,0.9187,1034.9,443.9,3.1,0.05
185,1,box,VISIBLE,185,0,0.8245,659.39,351.66,-0.01,-0.05
185,2,ball,OUT_OF_BOUNDS,83,102,0.0,-526.83,400.01,-5.59,-0.39
185,3,ball,VISIBLE,107,0,0.915,1039.87,443.86,4.4,-0.02
186,1,box,VISIBLE,186,0,0.8262,659.4,351.63,0.0,-0.03
186,2,ball,OUT_OF_BOUNDS,83,103,0.0,-532.42,399.62,-5.59,-0.39
186,3,ball,VISIBLE,108,0,0.9183,1045.22,443.93,5.07,0.04
187,1,box,VISIBLE,187,0,0.8191,659.41,351.66,0.01,0.01
187,2,ball,OUT_OF_BOUNDS,83,104,0.0,-538.0,399.23,-5.59,-0.39
187,3,ball,VISIBLE,109,0,0.9206,1050.44,443.85,5.18,-0.04
188,1,box,VISIBLE,188,0,0.8209,659.41,351.66,0.0,0.01
188,2,ball,OUT_OF_BOUNDS,83,105,0.0,-543.59,398.85,-5.59,-0.39
188,3,ball,VISIBLE,110,0,0.909,1055.92,443.79,5.39,-0.05
189,1,box,VISIBLE,189,0,0.8198,659.42,351.65,0.01,-0.01
189,2,ball,OUT_OF_BOUNDS,83,106,0.0,-549.18,398.46,-5.59,-0.39
189,3,ball,VISIBLE,111,0,0.8975,1061.26,443.96,5.35,0.1
190,1,box,VISIBLE,190,0,0.8151,659.42,351.65,0.0,-0.01
190,2,ball,OUT_OF_BOUNDS,83,107,0.0,-554.76,398.07,-5.59,-0.39
190,3,ball,VISIBLE,112,0,0.8998,1066.49,443.97,5.27,0.04
191,1,box,VISIBLE,191,0,0.8155,659.44,351.64,0.01,-0.01
191,2,ball,OUT_OF_BOUNDS,83,108,0.0,-560.35,397.68,-5.59,-0.39
191,3,ball,VISIBLE,113,0,0.8923,1071.83,443.9,5.31,-0.03
192,1,box,VISIBLE,192,0,0.8173,659.44,351.64,0.0,-0.01
192,2,ball,OUT_OF_BOUNDS,83,109,0.0,-565.94,397.3,-5.59,-0.39
192,3,ball,VISIBLE,114,0,0.9163,1077.4,443.96,5.5,0.03
